Node_ID,Node_Type,Trust_Value,Detection_Confidence,Energy,Packets_Forwarded,Packets_Dropped,RREQ_Forwarded,RREP_Forwarded,Forwarding_Ratio,Control_Packet_Ratio,Sequence_Number_Difference,Reply_Count,Suspicious_Activities,Trust_Stability
Node_6160,Normal,0.61,0.71,0.67,484,55,5,29,0.34,0.2,93,43,0,0.95
Node_6161,Normal,0.64,0.2,0.86,50,26,3,14,0.56,0.19,78,31,2,0.86
Node_6162,Suspicious,0.6,0.49,0.3,97,399,7,19,0.38,0.35,32,8,4,0.13
Node_6163,Confirmed Black Hole,0.08,0.28,0.73,375,270,0,36,0.28,0.48,86,16,8,0.47
Node_6164,Normal,0.32,0.34,0.65,259,64,19,19,0.12,0.34,22,3,0,0.31
Node_6165,Normal,0.51,0.85,0.22,212,76,12,40,0.42,0.08,41,5,1,0.86
Node_6166,Normal,0.46,0.12,0.43,481,13,7,7,0.1,0.35,70,20,2,0.97
Node_6167,Normal,0.16,0.17,0.66,375,36,6,36,0.57,0.15,19,24,2,0.97
Node_6168,Normal,0.16,0.69,0.43,67,75,10,31,0.61,0.29,28,33,1,0.3
Node_6169,Normal,0.43,0.73,0.6,481,13,5,12,0.81,0.47,73,49,0,0.49
Node_6170,Suspicious,0.32,0.88,0.88,254,19,8,9,0.24,0.02,71,49,8,0.34
Node_6171,Normal,0.65,0.74,0.33,318,52,1,12,0.41,0.46,63,38,1,0.35
Node_6172,Normal,0.3,0.15,0.17,408,51,16,22,0.79,0.01,81,2,1,0.96
Node_6173,Normal,0.65,0.87,0.51,3,10,3,16,0.65,0.05,50,1,2,0.82
Node_6174,Normal,0.29,0.31,0.22,468,96,3,34,0.47,0.27,73,16,1,0.97
Node_6175,Confirmed Black Hole,0.11,0.21,0.44,68,247,17,7,0.6,0.19,88,34,5,0.52
Node_6176,Suspicious,0.6,0.82,0.88,318,433,6,8,0.99,0.39,96,36,7,0.38
Node_6177,Normal,0.13,0.53,0.85,117,59,8,33,0.74,0.37,24,21,1,0.47
Node_6178,Suspicious,0.33,0.18,0.58,360,497,2,32,0.91,0.09,2,13,1,0.35
Node_6179,Normal,0.82,0.69,0.82,224,53,13,31,0.77,0.44,31,41,0,0.89
Node_6180,Normal,0.35,0.55,0.29,58,17,17,38,0.74,0.16,5,42,0,0.82
Node_6181,Suspicious,0.29,0.79,0.12,200,152,20,39,0.41,0.46,56,15,8,0.42
Node_6182,Suspicious,0.51,0.34,0.45,42,427,12,16,0.73,0.41,35,7,5,0.21
Node_6183,Normal,0.72,0.57,0.19,26,82,8,16,0.32,0.29,30,50,1,0.74
Node_6184,Normal,0.75,0.77,0.86,334,95,15,4,0.53,0.06,24,12,0,0.95
Node_6185,Normal,0.16,0.46,0.76,86,85,0,3,0.22,0.32,2,36,1,0.53
Node_6186,Suspicious,0.39,0.62,0.53,295,34,11,2,0.38,0.3,79,22,0,0.3
Node_6187,Normal,0.37,0.85,0.75,476,38,7,21,0.73,0.31,50,12,0,0.59
Node_6188,Suspicious,0.35,0.54,0.19,306,205,0,34,0.91,0.41,12,17,1,0.1
Node_6189,Normal,0.9,0.53,0.88,329,68,0,22,0.55,0.01,59,7,2,0.62
Node_6190,Normal,0.19,0.68,0.45,338,27,20,36,0.78,0.48,74,30,1,0.83
Node_6191,Normal,0.89,0.63,0.44,121,87,17,6,0.39,0.34,72,31,0,0.52
Node_6192,Normal,0.74,0.62,0.61,189,83,9,37,0.46,0.45,85,18,2,0.94
Node_6193,Normal,0.22,0.61,0.55,16,2,7,16,0.97,0.14,84,43,1,0.77
Node_6194,Suspicious,0.56,0.45,0.76,343,341,7,7,0.41,0.46,15,35,4,0.44
Node_6195,Normal,0.44,0.48,0.39,361,96,11,9,0.4,0.16,59,12,2,0.68
Node_6196,Normal,0.71,0.78,0.57,58,27,15,39,0.3,0.03,77,24,1,0.92
Node_6197,Normal,0.56,0.25,0.66,196,51,4,35,0.3,0.5,36,35,1,0.94
Node_6198,Normal,0.89,0.6,0.43,401,38,11,29,0.82,0.07,30,30,2,0.75
Node_6199,Normal,0.46,0.69,0.48,311,15,17,33,0.17,0.03,74,48,2,0.66
Node_6200,Normal,0.9,0.24,0.86,277,6,2,26,0.27,0.35,98,47,0,0.72
Node_6201,Normal,0.39,0.13,0.87,495,2,4,18,0.14,0.21,81,13,0,0.51
Node_6202,Suspicious,0.11,0.39,0.68,94,116,19,21,0.59,0.02,100,28,0,0.15
Node_6203,Suspicious,0.67,0.54,0.13,308,173,11,20,0.92,0.5,19,7,10,0.5
Node_6204,Normal,0.65,0.1,0.53,115,25,15,7,0.7,0.14,23,2,0,0.54
Node_6205,Normal,0.68,0.21,0.92,444,72,14,2,0.91,0.04,50,2,1,0.69
Node_6206,Normal,0.44,0.55,0.3,184,5,10,23,0.31,0.34,36,16,1,0.88
Node_6207,Normal,0.81,0.72,0.84,199,92,14,34,0.3,0.11,44,45,0,0.82
Node_6208,Normal,0.71,0.54,0.63,491,31,13,37,0.85,0.14,67,35,0,0.7
Node_6209,Normal,0.64,0.43,0.85,383,90,15,23,0.38,0.42,31,43,0,0.41
Node_6210,Normal,0.79,0.66,0.57,205,89,6,1,0.7,0.26,60,31,1,0.99
Node_6211,Normal,0.69,0.46,0.43,163,93,8,2,0.71,0.48,24,43,2,0.8
Node_6212,Normal,0.89,0.58,0.44,331,23,5,34,0.69,0.45,20,16,0,0.59
Node_6213,Normal,0.71,0.16,0.22,149,59,13,21,0.49,0.4,7,41,0,0.38
Node_6214,Normal,0.89,0.69,0.85,65,33,20,1,0.71,0.01,36,44,2,0.61
Node_6215,Normal,0.23,0.7,0.23,2,97,2,39,0.92,0.48,70,11,2,0.65
Node_6216,Normal,0.58,0.53,0.92,389,4,16,4,0.88,0.41,76,21,1,0.47
Node_6217,Confirmed Black Hole,0.16,0.67,0.32,376,267,16,3,0.65,0.07,6,49,1,0.54
Node_6218,Suspicious,0.87,0.1,0.51,413,66,19,17,0.73,0.21,30,39,6,0.3
Node_6219,Normal,0.13,0.73,0.74,102,20,8,7,0.61,0.48,55,48,0,0.38
Node_6220,Normal,0.58,0.6,0.38,378,77,7,5,0.75,0.41,91,36,1,0.68
Node_6221,Normal,0.36,0.57,0.99,297,44,0,33,0.61,0.39,10,36,1,0.74
Node_6222,Normal,0.84,0.26,0.62,356,87,14,3,0.23,0.18,23,30,1,0.47
Node_6223,Suspicious,0.86,0.87,0.7,324,376,9,18,0.5,0.29,90,9,10,0.4
Node_6224,Normal,0.51,0.62,0.97,283,91,9,5,0.42,0.18,33,24,2,0.86
Node_6225,Normal,0.8,0.82,0.54,41,46,13,18,0.72,0.09,67,18,1,0.8
Node_6226,Suspicious,0.29,0.38,0.76,18,297,8,14,0.85,0.39,43,24,5,0.52
Node_6227,Normal,0.21,0.69,0.6,281,71,13,36,0.1,0.43,56,16,0,0.8
Node_6228,Normal,0.68,0.22,0.83,255,18,18,4,0.47,0.02,74,10,0,0.93
Node_6229,Normal,0.88,0.74,0.53,56,35,1,10,0.13,0.29,37,48,2,0.51
Node_6230,Suspicious,0.17,0.42,0.3,429,396,6,27,0.97,0.46,54,44,3,0.4
Node_6231,Normal,0.22,0.62,0.79,128,43,14,5,0.74,0.35,57,0,0,0.32
Node_6232,Normal,0.54,0.73,0.34,377,99,18,17,0.64,0.17,45,0,0,0.36
Node_6233,Normal,0.25,0.15,0.34,157,45,7,7,0.51,0.19,21,41,1,0.65
Node_6234,Normal,0.55,0.16,0.83,354,97,0,37,0.35,0.48,38,35,2,0.33
Node_6235,Normal,0.4,0.87,0.97,184,52,0,8,0.34,0.3,72,15,1,0.6
Node_6236,Normal,0.38,0.19,0.53,352,33,16,24,0.85,0.42,55,8,1,0.85
Node_6237,Suspicious,0.53,0.85,0.62,366,420,13,34,0.69,0.15,70,31,0,0.51
Node_6238,Normal,0.65,0.47,0.64,26,92,8,37,0.72,0.36,90,14,1,0.93
Node_6239,Normal,0.27,0.45,0.24,170,58,6,21,0.36,0.12,92,44,2,0.7
Node_6240,Suspicious,0.14,0.44,0.29,363,483,15,0,0.69,0.14,4,20,4,0.39
Node_6241,Normal,0.38,0.84,0.76,488,99,12,14,0.73,0.17,53,10,2,0.31
Node_6242,Normal,0.48,0.35,0.56,254,77,13,23,0.56,0.07,66,49,1,0.91
Node_6243,Normal,0.37,0.47,0.37,201,16,14,25,0.27,0.41,95,28,2,0.55
Node_6244,Normal,0.11,0.63,0.77,365,10,10,27,0.28,0.22,24,36,0,0.68
Node_6245,Normal,0.5,0.64,0.27,198,75,13,6,0.29,0.3,38,24,0,0.81
Node_6246,Normal,0.14,0.44,0.28,98,65,15,38,0.44,0.15,100,30,2,0.54
Node_6247,Normal,0.52,0.22,0.77,412,43,7,35,0.19,0.29,19,16,0,0.55
Node_6248,Normal,0.13,0.23,0.56,179,27,13,10,0.57,0.25,15,47,2,0.58
Node_6249,Normal,0.47,0.35,0.16,64,75,14,40,0.4,0.26,60,2,2,0.32
Node_6250,Normal,0.59,0.27,0.86,266,60,6,34,0.95,0.01,72,27,0,0.74
Node_6251,Normal,0.49,0.62,0.38,422,50,15,22,0.76,0.1,1,40,0,0.5
Node_6252,Normal,0.49,0.7,0.18,161,26,6,37,0.9,0.27,79,4,1,0.7
Node_6253,Confirmed Black Hole,0.13,0.52,0.97,129,142,11,40,0.28,0.37,48,41,8,0.51
Node_6254,Normal,0.7,0.56,0.64,345,33,6,10,0.89,0.36,51,25,0,0.57
Node_6255,Normal,0.28,0.65,0.86,349,26,8,16,0.27,0.24,15,43,1,0.48
Node_6256,Normal,0.18,0.79,0.97,374,11,6,16,0.98,0.48,54,16,0,0.59
Node_6257,Normal,0.54,0.21,0.54,364,25,2,18,0.74,0.47,74,26,2,0.95
Node_6258,Normal,0.12,0.34,0.54,1,87,2,29,0.25,0.04,6,50,0,0.32
Node_6259,Normal,0.35,0.8,0.16,197,44,10,20,0.25,0.12,91,23,0,0.68
Node_6260,Normal,0.58,0.21,0.2,450,29,17,7,0.84,0.23,94,10,0,0.45
Node_6261,Normal,0.72,0.64,0.68,45,75,1,8,0.15,0.14,53,47,1,0.57
Node_6262,Normal,0.69,0.64,0.3,71,61,2,22,0.43,0.36,56,10,1,0.73
Node_6263,Normal,0.7,0.65,0.32,39,94,10,33,0.65,0.12,31,5,1,0.69
Node_6264,Normal,0.72,0.56,0.46,186,90,1,14,0.61,0.28,58,4,0,0.46
Node_6265,Normal,0.79,0.32,0.44,239,96,19,27,0.62,0.2,87,1,0,0.63
Node_6266,Normal,0.17,0.85,0.14,416,84,3,27,0.69,0.21,34,35,2,0.93
Node_6267,Normal,0.69,0.42,0.35,35,74,4,33,0.8,0.47,15,46,2,0.69
Node_6268,Normal,0.8,0.66,0.55,31,100,12,25,0.31,0.42,98,40,2,0.36
Node_6269,Normal,0.67,0.31,0.23,195,7,4,26,0.34,0.47,82,34,2,0.63
Node_6270,Normal,0.26,0.23,0.81,395,69,18,30,0.22,0.26,70,21,1,0.58
Node_6271,Normal,0.13,0.87,0.47,347,45,2,22,0.63,0.19,78,5,2,0.7
Node_6272,Normal,0.7,0.25,0.53,21,58,15,34,0.38,0.15,27,17,0,0.77
Node_6273,Normal,0.72,0.65,0.92,271,22,16,1,0.4,0.25,8,44,0,0.87
Node_6274,Normal,0.64,0.76,0.81,1,19,1,6,0.79,0.27,1,29,1,0.42
Node_6275,Normal,0.17,0.38,0.35,54,59,15,1,0.19,0.35,18,31,1,0.31
Node_6276,Normal,0.54,0.12,0.72,28,48,13,12,0.51,0.16,1,17,2,0.94
Node_6277,Normal,0.88,0.35,0.22,37,83,11,5,0.36,0.09,18,35,1,0.69
Node_6278,Normal,0.86,0.61,0.73,289,91,8,18,0.92,0.46,90,11,2,0.57
Node_6279,Normal,0.58,0.3,0.47,352,4,15,16,0.37,0.23,63,17,2,0.52
Node_6280,Normal,0.14,0.84,0.39,240,53,9,25,0.89,0.11,13,11,0,0.95
Node_6281,Normal,0.33,0.55,0.99,497,67,10,3,0.85,0.16,56,27,2,0.41
Node_6282,Normal,0.18,0.31,0.69,471,37,11,31,0.71,0.08,18,40,2,0.55
Node_6283,Normal,0.81,0.71,0.92,204,77,3,37,0.69,0.12,64,8,0,0.85
Node_6284,Normal,0.67,0.2,0.51,439,85,9,39,0.62,0.49,49,7,1,0.98
Node_6285,Normal,0.36,0.14,1.0,364,90,12,12,0.52,0.16,26,0,2,0.93
Node_6286,Normal,0.43,0.31,0.91,301,56,7,14,0.75,0.04,68,1,1,0.78
Node_6287,Suspicious,0.9,0.88,0.94,308,447,8,27,0.51,0.28,35,10,7,0.59
Node_6288,Normal,0.11,0.22,0.2,274,83,2,19,0.37,0.41,13,45,0,0.88
Node_6289,Suspicious,0.9,0.68,0.45,91,291,17,36,0.71,0.02,16,1,7,0.25
Node_6290,Normal,0.52,0.77,0.91,445,77,8,24,0.42,0.34,14,4,0,0.86
Node_6291,Suspicious,0.88,0.35,0.5,265,334,6,14,0.36,0.22,21,8,4,0.38
Node_6292,Normal,0.19,0.65,0.9,419,86,7,35,0.91,0.11,28,22,2,0.3
Node_6293,Normal,0.58,0.25,0.88,116,43,4,9,0.47,0.04,39,2,1,0.93
Node_6294,Normal,0.58,0.31,0.14,60,80,6,6,0.89,0.21,79,13,2,0.78
Node_6295,Normal,0.86,0.82,0.2,71,17,9,12,0.28,0.39,91,45,1,0.77
Node_6296,Normal,0.67,0.61,0.78,442,8,1,40,0.82,0.08,44,22,2,0.36
Node_6297,Normal,0.26,0.5,0.82,94,29,5,18,0.71,0.42,15,49,1,0.32
Node_6298,Normal,0.17,0.35,0.36,197,17,3,23,0.49,0.49,27,44,0,0.32
Node_6299,Normal,0.44,0.24,0.14,144,31,13,4,0.28,0.07,32,17,0,0.31
Node_6300,Normal,0.34,0.65,0.8,437,20,0,32,0.33,0.1,69,23,1,0.51
Node_6301,Normal,0.61,0.54,0.52,74,11,15,6,0.6,0.46,67,20,2,1.0
Node_6302,Normal,0.33,0.5,0.65,113,24,19,3,0.75,0.07,3,34,1,0.99
Node_6303,Normal,0.22,0.47,0.25,28,58,9,19,0.82,0.1,63,34,0,0.73
Node_6304,Normal,0.48,0.4,0.95,0,96,12,22,0.9,0.48,6,8,0,0.39
Node_6305,Normal,0.2,0.59,0.15,422,9,0,9,0.21,0.48,74,48,2,0.77
Node_6306,Normal,0.89,0.17,0.39,478,61,18,18,0.34,0.1,64,3,0,0.7
Node_6307,Normal,0.89,0.74,0.87,50,79,20,26,0.44,0.12,80,2,0,0.94
Node_6308,Normal,0.28,0.55,0.39,323,76,2,13,0.87,0.15,1,14,1,0.72
Node_6309,Suspicious,0.6,0.19,0.2,180,418,0,23,0.73,0.29,44,0,1,0.43
Node_6310,Normal,0.59,0.3,0.8,401,79,14,10,0.26,0.08,55,34,1,0.82
Node_6311,Normal,0.6,0.2,0.79,244,26,17,24,0.39,0.24,2,41,0,0.8
Node_6312,Normal,0.69,0.44,0.18,170,89,17,24,0.17,0.44,74,43,2,0.42
Node_6313,Normal,0.19,0.86,0.15,259,74,6,20,0.2,0.02,34,2,2,0.65
Node_6314,Normal,0.65,0.55,0.69,379,27,15,25,0.13,0.34,95,38,2,0.33
Node_6315,Normal,0.46,0.75,0.95,375,6,6,6,0.71,0.4,50,11,1,0.73
Node_6316,Suspicious,0.66,0.34,0.21,129,450,4,40,0.73,0.37,13,42,6,0.53
Node_6317,Normal,0.18,0.82,0.26,58,72,19,15,0.73,0.44,80,22,0,0.65
Node_6318,Normal,0.59,0.54,0.84,283,26,9,0,0.52,0.34,51,32,2,0.41
Node_6319,Normal,0.4,0.5,1.0,463,69,15,25,0.76,0.07,63,32,2,0.39
Node_6320,Normal,0.44,0.24,0.15,426,13,8,14,0.14,0.43,42,17,2,0.31
Node_6321,Normal,0.77,0.29,0.69,470,17,4,12,0.66,0.28,50,2,0,0.65
Node_6322,Normal,0.45,0.3,0.67,442,76,11,6,0.64,0.19,6,17,0,0.75
Node_6323,Suspicious,0.11,0.1,0.69,94,129,20,14,0.71,0.36,79,32,8,0.14
Node_6324,Normal,0.3,0.26,0.96,174,59,1,13,0.35,0.05,61,49,2,0.96
Node_6325,Normal,0.15,0.73,0.72,348,86,8,14,0.45,0.32,47,10,0,0.89
Node_6326,Normal,0.83,0.81,0.59,231,0,12,29,0.72,0.32,58,41,1,0.55
Node_6327,Normal,0.33,0.72,0.51,1,15,6,1,0.38,0.49,38,30,0,0.95
Node_6328,Normal,0.26,0.51,0.69,491,89,10,33,0.31,0.38,84,40,2,0.77
Node_6329,Normal,0.62,0.78,0.58,292,47,5,4,0.63,0.34,89,26,2,0.33
Node_6330,Normal,0.32,0.45,0.29,2,79,11,32,0.51,0.04,93,9,1,0.49
Node_6331,Normal,0.17,0.12,0.32,223,56,20,8,0.93,0.5,92,15,2,0.34
Node_6332,Normal,0.61,0.33,0.89,156,61,11,32,0.41,0.48,47,10,1,0.79
Node_6333,Normal,0.11,0.71,0.43,133,22,2,31,0.44,0.16,19,18,1,0.69
Node_6334,Normal,0.28,0.9,0.24,110,78,5,1,0.71,0.35,48,42,2,0.47
Node_6335,Normal,0.71,0.23,0.25,244,41,8,6,0.11,0.44,26,9,2,0.51
Node_6336,Normal,0.83,0.66,0.61,83,50,14,36,0.35,0.32,82,15,1,0.97
Node_6337,Normal,0.85,0.4,0.5,123,66,20,33,0.44,0.23,93,15,2,0.74
Node_6338,Normal,0.63,0.5,0.66,439,84,16,6,0.98,0.21,0,49,2,0.34
Node_6339,Normal,0.15,0.38,0.56,155,29,13,35,0.3,0.21,36,0,1,0.61
Node_6340,Normal,0.25,0.28,0.12,205,74,0,25,0.86,0.31,89,1,1,0.91
Node_6341,Normal,0.83,0.19,0.96,349,70,10,17,0.52,0.14,36,13,2,0.67
Node_6342,Normal,0.21,0.17,0.46,347,75,11,34,0.5,0.5,27,47,0,0.75
Node_6343,Confirmed Black Hole,0.2,0.29,0.63,158,209,3,32,0.87,0.34,36,23,7,0.5
Node_6344,Normal,0.2,0.83,0.11,244,96,2,36,0.6,0.38,83,40,0,0.39
Node_6345,Normal,0.66,0.41,0.27,420,41,10,25,0.5,0.07,50,41,2,0.64
Node_6346,Normal,0.24,0.73,0.6,311,50,19,18,0.88,0.14,38,31,0,0.64
Node_6347,Normal,0.42,0.72,0.39,269,30,8,21,0.57,0.25,62,13,0,0.71
Node_6348,Normal,0.18,0.2,0.15,377,60,11,28,0.66,0.31,34,39,0,0.95
Node_6349,Normal,0.43,0.86,0.99,133,52,9,15,0.57,0.13,40,0,0,0.66
Node_6350,Normal,0.42,0.41,0.94,446,85,8,29,0.35,0.25,57,38,1,0.37
Node_6351,Normal,0.51,0.25,0.41,337,50,8,36,0.97,0.36,18,26,1,0.69
Node_6352,Normal,0.71,0.24,0.15,338,16,6,40,0.23,0.34,2,20,0,0.35
Node_6353,Normal,0.46,0.83,0.41,446,18,20,24,0.4,0.14,29,47,2,0.32
Node_6354,Normal,0.34,0.42,0.14,203,3,20,38,0.88,0.25,38,35,2,0.78
Node_6355,Normal,0.46,0.35,0.85,254,4,0,17,0.24,0.26,65,13,2,0.74
Node_6356,Normal,0.54,0.46,0.3,78,63,15,35,0.38,0.13,4,40,2,0.58
Node_6357,Normal,0.2,0.87,0.75,207,20,6,22,0.64,0.16,58,47,2,0.45
Node_6358,Normal,0.11,0.82,0.73,478,63,9,37,0.64,0.32,44,11,0,0.59
Node_6359,Normal,0.6,0.55,0.2,239,8,13,36,0.24,0.02,54,44,2,0.89
Node_6360,Normal,0.13,0.48,0.43,273,95,19,15,0.14,0.03,22,30,1,0.37
Node_6361,Normal,0.59,0.64,0.99,257,42,20,0,0.84,0.22,68,47,1,0.61
Node_6362,Confirmed Black Hole,0.17,0.49,0.6,97,6,16,10,0.7,0.12,10,13,4,0.53
Node_6363,Suspicious,0.19,0.88,0.69,226,201,5,37,0.9,0.33,25,6,1,0.23
Node_6364,Normal,0.39,0.12,0.54,285,32,3,6,0.86,0.32,66,13,0,0.68
Node_6365,Normal,0.67,0.84,0.27,416,15,5,19,0.57,0.06,71,33,0,0.92
Node_6366,Confirmed Black Hole,0.17,0.65,0.41,382,112,6,37,0.42,0.14,81,0,7,0.52
Node_6367,Normal,0.14,0.56,0.51,253,20,4,4,0.2,0.48,88,37,0,0.84
Node_6368,Normal,0.62,0.62,0.69,217,29,8,21,0.74,0.18,95,45,0,0.78
Node_6369,Confirmed Black Hole,0.03,0.16,0.4,190,28,18,38,0.57,0.16,49,35,8,0.43
Node_6370,Suspicious,0.52,0.58,0.18,71,94,20,30,0.85,0.08,52,46,7,0.17
Node_6371,Normal,0.22,0.48,0.33,66,41,12,13,0.91,0.3,99,19,0,0.45
Node_6372,Normal,0.1,0.35,0.8,77,20,13,30,0.94,0.05,0,19,0,0.97
Node_6373,Normal,0.67,0.66,0.98,294,83,10,37,0.2,0.32,22,37,1,0.35
Node_6374,Normal,0.8,0.58,0.39,122,86,15,31,0.39,0.14,8,48,0,0.47
Node_6375,Normal,0.36,0.69,0.43,254,48,19,4,0.39,0.15,64,21,1,0.76
Node_6376,Normal,0.84,0.31,0.87,69,58,17,18,0.66,0.5,15,15,2,0.49
Node_6377,Normal,0.79,0.85,0.99,46,27,6,16,0.57,0.38,45,22,1,0.84
Node_6378,Normal,0.28,0.28,0.78,91,38,6,8,0.7,0.15,57,0,0,0.88
Node_6379,Suspicious,0.81,0.39,0.14,17,27,19,3,0.38,0.14,84,31,2,0.39
Node_6380,Normal,0.68,0.15,0.26,409,61,19,20,0.96,0.34,46,46,0,0.95
Node_6381,Normal,0.69,0.88,0.65,2,46,0,16,0.82,0.17,89,22,0,0.88
Node_6382,Normal,0.76,0.83,0.92,411,63,9,5,0.33,0.14,52,31,0,0.57
Node_6383,Normal,0.51,0.13,0.48,425,62,2,13,0.28,0.25,33,3,1,0.67
Node_6384,Normal,0.78,0.63,0.63,45,65,15,27,0.46,0.28,69,3,0,0.81
Node_6385,Suspicious,0.27,0.28,0.23,304,396,2,36,0.75,0.24,98,5,5,0.34
Node_6386,Normal,0.29,0.5,0.43,296,86,11,37,0.87,0.02,92,25,1,0.59
Node_6387,Normal,0.83,0.47,0.51,248,56,17,0,0.94,0.44,12,0,0,0.49
Node_6388,Normal,0.8,0.11,0.28,293,7,17,10,0.34,0.18,9,35,2,0.6
Node_6389,Normal,0.85,0.17,0.23,350,34,4,33,0.8,0.32,32,11,2,0.55
Node_6390,Normal,0.67,0.5,0.39,320,5,16,7,0.81,0.22,75,30,0,0.32
Node_6391,Suspicious,0.27,0.5,0.44,113,124,18,29,0.24,0.36,99,0,5,0.31
Node_6392,Normal,0.65,0.52,0.66,117,12,13,36,0.42,0.22,86,5,1,0.45
Node_6393,Normal,0.48,0.22,0.24,17,100,17,37,0.92,0.49,7,9,0,0.9
Node_6394,Suspicious,0.61,0.39,0.23,313,91,6,22,0.74,0.49,74,35,0,0.11
Node_6395,Normal,0.53,0.88,0.59,245,32,20,37,0.71,0.36,65,48,1,0.67
Node_6396,Normal,0.66,0.19,0.52,435,96,15,39,0.3,0.31,9,14,0,0.63
Node_6397,Suspicious,0.21,0.82,0.78,25,456,9,11,0.94,0.33,35,27,5,0.26
Node_6398,Normal,0.7,0.3,0.99,398,40,11,29,0.5,0.21,18,37,0,0.73
Node_6399,Suspicious,0.41,0.62,0.49,112,177,10,31,0.97,0.43,40,50,7,0.38
Node_6400,Normal,0.25,0.24,0.52,347,61,16,27,0.13,0.08,39,24,1,0.55
Node_6401,Normal,0.51,0.24,0.38,108,50,19,20,0.99,0.35,60,36,0,0.47
Node_6402,Normal,0.33,0.12,0.75,273,12,18,15,0.35,0.32,2,2,0,0.35
Node_6403,Normal,0.68,0.84,0.18,448,55,4,11,0.75,0.09,39,8,0,0.89
Node_6404,Suspicious,0.39,0.38,0.56,127,274,1,24,0.54,0.22,6,16,7,0.36
Node_6405,Confirmed Black Hole,0.01,0.27,0.55,256,138,10,21,0.25,0.46,9,31,2,0.42
Node_6406,Normal,0.89,0.18,0.56,276,61,20,11,0.92,0.09,0,49,1,0.98
Node_6407,Normal,0.15,0.72,0.83,313,60,5,9,0.46,0.24,37,37,0,0.83
Node_6408,Suspicious,0.41,0.47,0.15,439,129,19,38,0.37,0.21,56,23,9,0.26
Node_6409,Normal,0.55,0.67,0.14,492,45,19,12,0.76,0.41,88,12,0,0.78
Node_6410,Normal,0.81,0.38,0.44,153,94,9,34,0.36,0.29,17,49,0,0.83
Node_6411,Confirmed Black Hole,0.04,0.54,0.39,201,184,16,40,0.5,0.34,58,11,2,0.45
Node_6412,Normal,0.6,0.78,0.85,343,52,19,38,0.96,0.06,96,13,1,0.61
Node_6413,Normal,0.22,0.74,0.22,446,55,3,16,0.39,0.27,57,7,0,0.81
Node_6414,Suspicious,0.83,0.88,0.15,405,261,7,29,0.46,0.28,64,7,9,0.11
Node_6415,Confirmed Black Hole,0.17,0.86,0.41,231,36,8,16,0.93,0.15,27,24,4,0.47
Node_6416,Suspicious,0.34,0.47,0.77,389,365,9,5,0.97,0.28,6,11,6,0.15
Node_6417,Normal,0.35,0.72,0.58,442,74,20,16,0.84,0.29,45,26,0,0.32
Node_6418,Normal,0.14,0.73,0.16,333,76,14,16,0.76,0.12,70,50,1,0.79
Node_6419,Normal,0.38,0.11,0.33,414,2,13,4,0.75,0.18,22,7,0,0.79
Node_6420,Normal,0.86,0.45,0.85,100,18,16,26,0.83,0.49,91,25,0,0.49
Node_6421,Suspicious,0.55,0.7,0.83,188,446,18,18,0.37,0.01,65,32,2,0.29
Node_6422,Normal,0.25,0.58,0.27,274,78,15,5,0.31,0.39,18,41,2,0.76
Node_6423,Normal,0.48,0.13,0.77,482,47,4,10,0.97,0.06,32,35,0,0.59
Node_6424,Normal,0.69,0.41,0.23,29,91,4,38,0.43,0.22,47,32,0,0.39
Node_6425,Normal,0.53,0.38,0.77,418,85,3,14,0.79,0.43,100,17,2,0.9
Node_6426,Normal,0.11,0.13,0.23,162,54,13,3,0.37,0.35,42,50,1,0.79
Node_6427,Normal,0.63,0.12,0.61,152,20,9,11,0.14,0.06,43,47,1,0.34
Node_6428,Normal,0.9,0.29,0.31,266,56,1,2,0.72,0.47,96,11,2,0.35
Node_6429,Normal,0.3,0.42,0.25,195,80,8,40,0.61,0.12,78,35,2,0.37
Node_6430,Normal,0.17,0.68,0.42,329,90,4,13,0.34,0.29,23,1,2,0.32
Node_6431,Normal,0.64,0.85,0.59,463,83,20,4,0.31,0.29,50,39,1,0.82
Node_6432,Normal,0.16,0.78,0.14,267,30,17,23,0.37,0.08,80,27,1,0.61
Node_6433,Normal,0.46,0.58,0.81,244,57,2,21,0.81,0.05,96,8,0,0.47
Node_6434,Normal,0.9,0.9,0.98,131,7,4,2,0.77,0.06,65,1,1,0.83
Node_6435,Normal,0.24,0.32,0.41,278,76,19,17,0.73,0.49,77,46,1,0.55
Node_6436,Normal,0.16,0.42,0.49,68,23,14,3,0.47,0.26,15,31,0,0.9
Node_6437,Normal,0.39,0.73,0.76,474,69,11,9,0.98,0.05,92,11,2,0.99
Node_6438,Normal,0.68,0.48,0.26,266,43,13,23,0.39,0.23,44,30,2,0.42
Node_6439,Normal,0.88,0.71,0.49,267,0,7,35,0.64,0.14,44,30,2,0.91
Node_6440,Normal,0.22,0.9,0.76,150,72,0,29,0.59,0.24,7,32,2,0.71
Node_6441,Normal,0.29,0.23,0.17,9,60,4,16,0.55,0.1,32,32,1,1.0
Node_6442,Normal,0.29,0.66,0.32,276,26,14,39,0.54,0.38,25,47,1,0.5
Node_6443,Normal,0.88,0.67,0.15,84,69,9,25,0.82,0.42,55,43,2,0.49
Node_6444,Confirmed Black Hole,0.01,0.4,0.3,118,59,1,14,0.81,0.26,72,7,7,0.31
